League,Season,League_Position,Team,Points,W,D,L,GF,GA
Bundesliga,2015-2016,1,Bayern Munich,88,28,4,2,80,17
Bundesliga,2015-2016,2,Borussia Dortmund,78,24,6,4,82,34
Bundesliga,2015-2016,3,Bayer Leverkusen,60,18,6,10,56,40
Bundesliga,2015-2016,4,Borussia Mönchengladbach,55,17,4,13,67,50
Bundesliga,2015-2016,5,Schalke 04,52,15,7,12,51,49
Bundesliga,2015-2016,6,Mainz,50,14,8,12,46,42
Bundesliga,2015-2016,7,Hertha Berlin,50,14,8,12,42,42
Bundesliga,2015-2016,8,VfL Wolfsburg,45,12,9,13,47,49
Bundesliga,2015-2016,9,FC Cologne,43,10,13,11,38,42
Bundesliga,2015-2016,10,Hamburg SV,41,11,8,15,40,46
Bundesliga,2015-2016,11,FC Ingolstadt 04,40,10,10,14,33,42
Bundesliga,2015-2016,12,FC Augsburg,38,9,11,14,42,52
Bundesliga,2015-2016,13,Werder Bremen,38,10,8,16,50,65
Bundesliga,2015-2016,14,SV Darmstadt 98,38,9,11,14,38,53
Bundesliga,2015-2016,15,TSG Hoffenheim,37,9,10,15,39,54
Bundesliga,2015-2016,16,Eintracht Frankfurt,36,9,9,16,34,52
Bundesliga,2015-2016,17,VfB Stuttgart,33,9,6,19,50,75
Bundesliga,2015-2016,18,Hannover 96,25,7,4,23,31,62
