model_label,response,term,estimate,std.error,statistic,p.value,conf.low,conf.high
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,(Intercept),0.202158739709377,0.458307309872035,0.4410986588143711,0.6592400742286751,-0.6961070814912497,1.1004245609100036
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,Financial_Rank,1.2357912810633271,0.07675845173952546,16.099742152914967,7.468397499041778e-52,1.0853474801448013,1.386235081981853
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,I(Financial_Rank^2),-0.020554433273267447,0.003612163121099632,-5.6903391635896465,1.6794643099244155e-8,-0.027634142896906518,-0.013474723649628376
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,LeagueLa Liga,0.3090851140455373,0.3356163756396425,0.9209476547634484,0.3573072117655627,-0.3487108948300277,0.9668811229211023
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,LeagueLigue 1,0.25233842434217374,0.3368550927663984,0.7491008144477271,0.45397843436540253,-0.4078854254888659,0.9125622741732133
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,LeaguePremier League,0.3111405573728621,0.33563867032527833,0.9270104576189797,0.35415217209908423,-0.3466991482835959,0.96898026302932
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,LeagueSerie A,0.3054754617993766,0.335626279589879,0.9101655036448714,0.36296180599060246,-0.3523399584619567,0.96329088206071
H4: OLS — Pos ~ FR + FR^2 + League + Season,League_Position,Season_Index,-0.006160268719965872,0.03636000773625612,-0.16942429618416183,0.8654983123128895,-0.0774245743606256,0.06510403692069384
