response,term,estimate,std.error,statistic,p.value,conf.low,conf.high
Points_Per_Game,(Intercept),2.2830440644006913,0.02690463449762067,84.8569068872723,0,2.230246273294777,2.3358418555066054
Points_Per_Game,Financial_Rank,-0.13410513638772684,0.005980132032942149,-22.42511296556588,4.106327048145607e-90,-0.14584057779983703,-0.12236969497561664
Points_Per_Game,I(Financial_Rank^2),0.0033148235792639868,2.810772567164119e-4,11.793282807681669,4.2420201566230054e-30,0.0027632361460264545,0.003866411012501519
