response,term,estimate,std.error,statistic,p.value,conf.low,conf.high
Points,(Intercept),85.11718844609452,1.040857608159134,81.77601602646993,0,83.07460158297766,87.15977530921137
Points,Financial_Rank,-5.04678241983277,0.23135229607434404,-21.81427418473084,3.47560855440985e-86,-5.500789920002888,-4.592774919662651
Points,I(Financial_Rank^2),0.12680745690084838,0.010873670607200667,11.661881390528334,1.659382977842627e-29,0.10546888324579344,0.1481460305559033
